N°AUTO;NOM ETABLISSEMENT;ECRANS;FAUTEUILS;CODE COMMUNE;COMMUNE;GENRE;ART ET ESSAI;ECRANS 3D
283051;LE THEATRE;2;505;38269;La Mure;FIXE;OUI;OUI
285872;CLUB;1;298;1269;Nantua;FIXE;OUI;OUI
289344;REX;2;269;69143;Neuville-sur-Saône;FIXE;OUI;OUI
289783;CINE MAZARIN;10;1 816;58194;Nevers;FIXE;OUI;OUI
292201;LE FOYER;1;181;42159;Noirétable;FIXE;NON;OUI
295122;CINEMA NUITON;1;252;21464;Nuits-Saint-Georges;FIXE;OUI;NON
295254;ARLEQUIN;2;284;26220;Nyons;FIXE;OUI;NON
296921;SALLE DU TISSAGE;1;100;7167;Les Ollières-sur-Eyrieux;ITINERANT;NON;NON
297601; SALLE LES CHAVANNES;1;150;74205;Onnion;ITINERANT;OUI;OUI
299281;ELDORADO;1;153;25434;Ornans;FIXE;NON;OUI
301624;JEAN RENOIR;2;164;1283;Oyonnax;FIXE;OUI;NON
301633;ATMOSPHERE;3;479;1283;Oyonnax;FIXE;NON;OUI
303122;BEAUSEJOUR;1;148;42165;Panissières;FIXE;OUI;NON
303475;CINEMA L'EMPIRE;3;513;71342;PARAY-LE-MONIAL;FIXE;OUI;NON
305632;REX;3;360;38298;Le Péage-de-Roussillon;FIXE;OUI;OUI
306243;CINÉPILAT;1;164;42168;Pélussin;FIXE;OUI;OUI
310542;MAISON DU PEUPLE;1;88;69152;Pierre-Bénite;FIXE;OUI;NON
310925;LE CINEMA;2;291;26235;Pierrelatte;FIXE;OUI;NON
313704;SALLE DES FETES;1;350;15153;Pleaux;ITINERANT;NON;NON
317613;CINE COMTE;1;212;39434;Poligny;FIXE;OUI;OUI
317831;CHATEAU DE PLUVY;1;100;69155;Pomeys;ITINERANT;NON;NON
318612;SALLE MJC;1;50;21496;Pontailler-sur-Saône;ITINERANT;OUI;NON
318711;OLYMPIA;6;964;25462;Pontarlier;FIXE;NON;OUI
318981;JEAN RENOIR;1;288;38314;Pontcharra;FIXE;OUI;OUI
319161;LE DIAMANT;2;234;38315;Le Pont-de-Beauvoisin;FIXE;NON;NON
319302;VARIETES;5;749;38316;Pont-de-Chéruy;FIXE;NON;OUI
319582;LE FOYER;1;100;25463;Pont-de-Roide-Vermondans;FIXE;OUI;OUI
321594;LE TRAIN CINEMA;1;117;26252;Portes-lès-Valence;FIXE;OUI;NON
322721;SALLE DU THEATRE DE LA MAIRIE;1;300;58205;Ouroux-en-Morvan;ITINERANT;OUI;OUI
324021;LE PARC;1;150;73206;Pralognan-la-Vanoise;FIXE;NON;OUI
326085;LE VIVARAIS 1;3;350;7186;Privas;FIXE;OUI;OUI
328244;CINE DYKE;6;1 151;43157;Le Puy-en-Velay;FIXE;OUI;OUI
329531;CINE CAP VERT;12;2 393;21515;Quetigny;FIXE;NON;OUI
333751;MAISON POUR TOUS;1;200;74220;Reignier-Ésery;ITINERANT;OUI;NON
335751;SALLE DU FOYER;1;100;43162;Retournac;ITINERANT;OUI;OUI
337784;Ciné Rillieux;3;590;69286;Rillieux-la-Pape;FIXE;OUI;NON
338145;CINEMA ARCADIA;3;543;63300;Riom;FIXE;OUI;NON
338212;LE QUAI DES ARTS;1;184;15162;Riom-ès-Montagnes;FIXE;OUI;NON
338461;CINE CHAPLIN;2;384;42186;Rive-de-Gier;FIXE;OUI;OUI
338953;ESPACE RENOIR 1;2;429;42187;Roanne;FIXE;OUI;NON
339013;LE GRAND PALAIS;9;1 919;42187;Roanne;FIXE;NON;OUI
339254;LE PARC;1;258;74224;La Roche-sur-Foron;FIXE;NON;OUI
339810;L'OPSIS;1;350;42189;Roche-la-Molière;FIXE;NON;NON
341752;CINE PLANETE;8;1 069;26281;Romans-sur-Isère;FIXE;NON;OUI
341771;CINE LUMIERE;3;434;26281;Romans-sur-Isère;FIXE;OUI;OUI
343491;LE FOYER;2;352;7199;Rosières;FIXE;OUI;OUI
345631;QUINSONNET;2;291;39470;Les Rousses;FIXE;NON;OUI
347732;Les Lumières de la Ville;3;516;74225;Rumilly;FIXE;OUI;OUI
347831;LE FOYER;1;245;7201;Ruoms;FIXE;OUI;NON
349322;LE STRAPONTIN;1;199;69171;Sain-Bel;FIXE;OUI;OUI
350390;L'ABREUVOIR;1;149;21579;Salives;FIXE;NON;NON
350414;CINE MONT BLANC;10;1 554;74256;Sallanches;FIXE;OUI;OUI
351441;LE CRIOU;1;304;74258;Samoëns;FIXE;NON;OUI
354301;ETOILE CINEMA;1;151;21584;Saulieu;FIXE;OUI;OUI
359082;ETOILE CINEMA;1;124;21603;Semur-en-Auxois;FIXE;OUI;OUI
362651;AUDITORIUM DE SEYNOD;1;277;74010;Annecy;FIXE;OUI;OUI
362693;LE CONDATE;1;128;74269;Seyssel;FIXE;NON;NON
363480;SALLE DES FETES;1;0;74272;Sillingy;ITINERANT;OUI;NON
372341;SALLE DES FETES;1;100;63314;Saint-Amant-Roche-Savine;ITINERANT;OUI;NON
373599;SALLE POLYVALENTE;1;100;38359;Saint Antoine l'Abbaye;ITINERANT;NON;NON
376531;MEGARAMA LE TREMPLIN;1;258;73227;Courchevel;FIXE;NON;NON
376842;CIN'ETOILE;1;145;42204;Saint-Bonnet-le-Château;FIXE;OUI;NON
379403;MAISON DU PEUPLE 2;3;419;39478;Saint-Claude;FIXE;OUI;OUI
382660;ESPACE DES COLLINES;1;232;26301;Saint-Donat-sur-l'Herbasse;FIXE;OUI;NON
382760;LA VENCE SCENE;2;432;38382;Saint-Égrève;FIXE;OUI;OUI
383245;ALHAMBRA;10;2 006;42218;Saint-Étienne;FIXE;NON;OUI
383261;LE MELIES SAINT FRANCOIS;2;477;42218;Saint-Étienne;FIXE;OUI;OUI
383585;LE MELIES;4;630;42218;Saint-Étienne;FIXE;OUI;OUI
383589;LE CAMION ROUGE;10;1 640;42218;Saint-Étienne;FIXE;NON;OUI
383599;VEO GRAND LUMIERE;6;950;42207;Saint-Chamond;FIXE;NON;NON
385491;DELTA;2;252;15187;Saint-Flour;FIXE;OUI;OUI
385823;CINE MOURGUET;2;280;69202;Sainte-Foy-lès-Lyon;FIXE;OUI;OUI
385941;FANNY;1;160;73235;Saint François Longchamp;FIXE;NON;OUI
386192;LE COLISEE;1;202;42222;Saint-Galmier;FIXE;OUI;OUI
386792;ESPACE JULES VERNE;1;221;42224;Saint-Genest-Malifaux;FIXE;OUI;OUI
387142;CINÉ LA MOUCHE;1;301;69204;Saint-Genis-Laval;FIXE;OUI;OUI
387191;L ATMOSPHERE SALLE A PREJEAN;1;147;73236;Saint-Genix-sur-Guiers;FIXE;OUI;OUI
391951;SELECT CINE;1;179;58246;Saint-Honoré-les-Bains;FIXE;OUI;NON
392710;LES AIGUILLES;1;215;73242;Saint-Jean-d'Arves;FIXE;OUI;OUI
392882;LE SAINT JEAN;1;285;38399;Saint-Jean-de-Bournay;FIXE;OUI;OUI
393293;STAR;1;265;73248;Saint-Jean-de-Maurienne;FIXE;NON;OUI
394522;CINE LAUDON;1;92;74242;Saint-Jorioz;FIXE;OUI;OUI
395484;CINEMA ROUGE ET NOIR;1;123;74243;Saint-Julien-en-Genevois;FIXE;OUI;NON
395720;SALLE DES FETES;1;0;42246;Saint-Julien-Molin-Molette;ITINERANT;NON;OUI
396275;FAMILY CINÉMA;7;1 277;42279;Saint-Just-Saint-Rambert;FIXE;OUI;OUI
397231;LE CARTUS;1;187;38412;Saint-Laurent-du-Pont;FIXE;OUI;OUI
400305;LES MELIES;2;330;38416;Saint-Marcellin;FIXE;OUI;OUI
402242;LE LAC BLANC;1;180;73257;Les Belleville;FIXE;NON;NON
402243;LES BRUYERES;2;344;73257;Les Belleville;FIXE;NON;NON
402249;LES FLOCONS;1;290;73257;Les Belleville;FIXE;NON;NON
402431;SALLE DE REUNION COMMUNALE;1;25;38419;Saint-Martin-de-Clelles;ITINERANT;OUI;NON
403281;MON CINE;1;140;38421;Saint-Martin-d'Hères;FIXE;OUI;OUI
403681;CINEMA PARADISO;2;299;69227;Saint-Martin-en-Haut;FIXE;OUI;OUI
406333;ESPACE CULTUREL LE SAVOIE;1;187;73261;Saint-Michel-de-Maurienne;FIXE;OUI;NON
409903;7 EME ART;1;159;26324;Saint-Paul-Trois-Châteaux;FIXE;OUI;NON
410631;LE FLORE;1;300;73270;Saint-Pierre-d'Albigny;FIXE;NON;NON
412532;SAINT POURCINOIS;1;0;3254;Saint-Pourçain-sur-Sioule;ITINERANT;NON;NON
412623;LE SCENARIO;2;395;69290;Saint-Priest;FIXE;OUI;OUI
416701;CIN ETOILES;1;208;43224;Sainte-Sigolène;FIXE;OUI;OUI
418121;LE FOYER;2;376;69238;Saint-Symphorien-sur-Coise;FIXE;OUI;OUI
419082;CINE  GALAURE;2;354;26333;Saint-Vallier;FIXE;OUI;OUI
421203;NOUVEL ESPACE CULTUREL;1;150;42275;Saint-Priest-en-Jarez;ITINERANT;NON;NON
421204;CENTRE CULTUREL COMMUNAL LE SOU;1;277;42305;La Talaudière;FIXE;NON;OUI
421911;CINEMA JACQUES PERRIN;2;357;69243;Tarare;FIXE;OUI;NON
422432;LE LEM;1;245;69244;Tassin-la-Demi-Lune;FIXE;OUI;NON
423061;REGAIN;2;189;7319;Le Teil;FIXE;OUI;OUI
423422;CINE TENCE;1;172;43244;Tence;FIXE;OUI;OUI
425783;LE MONACO;3;341;63430;Thiers;FIXE;OUI;OUI
426533;AGORA;2;333;69248;Thizy-les-Bourgs;FIXE;OUI;NON
426761;LE ROC;1;193;74279;Thollon-les-Mémises;FIXE;NON;NON
426831;EDELWEISS;1;189;74280;Thônes;FIXE;OUI;OUI
426921;LE FRANCE;3;412;74281;Thonon-les-Bains;FIXE;OUI;OUI
426924;CINE LEMAN;8;1 392;74281;Thonon-les-Bains;FIXE;NON;OUI
427042;LE PARNAL;1;114;74282;Fillière;FIXE;OUI;OUI
428103;CINEMA;2;282;73296;Tignes;FIXE;NON;NON
431023;AUDITORIUM EXQUINOXE;1;208;38509;La Tour-du-Pin;FIXE;NON;NON
431551;CINE THEATRE;2;285;7324;Tournon-sur-Rhône;FIXE;OUI;OUI
431604;LA PALETTE;1;219;71543;Tournus;FIXE;OUI;NON
436962;PARADISO;1;106;38517;Tullins;FIXE;OUI;NON
437401;CHANTECLER;2;615;73303;Ugine;FIXE;OUI;OUI
437674;LE QUARTO;1;377;42316;Unieux;FIXE;NON;NON
439583;CINE PAX;1;241;25578;Valdahon;FIXE;OUI;OUI
439745;Cinéma LE SPLENDID;1;156;73304;Val-d'Isère;FIXE;NON;NON
439941;LE NAVIRE;5;739;26362;Valence;FIXE;OUI;NON
439942;LUX;2;377;26362;Valence;FIXE;OUI;NON
439990;PATHE;12;2 343;26362;Valence;FIXE;NON;OUI
441063;LES GENTIANES;1;334;73306;Valloire;FIXE;OUI;OUI
441172;CINEMA VALMEINIER 1800;2;274;73307;Valmeinier;FIXE;NON;OUI
441383;CINE CASINO;2;218;7331;Vals-les-Bains;FIXE;OUI;OUI
441953;CENTRE DE LA CULTURE;1;316;7334;Les Vans;FIXE;OUI;NON
444091;LE SCHUSS;1;160;38567;Chamrousse;FIXE;NON;NON
444143;LES AMPHIS;1;177;69256;Vaulx-en-Velin;FIXE;OUI;OUI
444144;PATHE CARRE DE SOIE;15;3 669;69256;Vaulx-en-Velin;FIXE;NON;OUI
446804;CINEMA GERARD PHILIPE;3;473;69259;Vénissieux;FIXE;OUI;NON
446901;LE SLALOM;2;280;38253;Les Deux Alpes;FIXE;NON;NON
449133;CENTRE CULTUREL;1;250;7129;Lamastre;ITINERANT;OUI;NON
452571;AMPHI;8;1 437;38544;Vienne;FIXE;OUI;OUI
454504;ESPACE ARAGON;2;528;38547;Villard-Bonnot;FIXE;OUI;OUI
454531;REX I;2;419;38548;Villard-de-Lans;FIXE;OUI;NON
454671;LA TRACE;1;136;74301;Villard;FIXE;OUI;OUI
454712;ARIANE;1;204;73318;Villarembert;FIXE;NON;OUI
455071;CINEMA JEAN PERRIN;1;137;1443;Villars-les-Dombes;FIXE;NON;NON
456251;FELLINI;4;600;38553;Villefontaine;FIXE;OUI;OUI
456493;LES 400 COUPS SALLE;3;392;69264;Villefranche-sur-Saône;FIXE;OUI;NON
460784;ZOLA;1;240;69266;Villeurbanne;FIXE;OUI;OUI
464453;LE JEU DE PAUME;2;420;38562;Vizille;FIXE;OUI;OUI
464692;PASSRL LES ECRANS;3;389;38563;Voiron;FIXE;OUI;NON
464706;PASS R L;6;1 076;38563;Voiron;FIXE;NON;OUI
465193;LE CAP;2;218;38565;Voreppe;FIXE;OUI;NON
469181;CINEVOX;1;182;15265;Ydes;FIXE;NON;NON
469500;CINEMA GRENETTE;2;252;43268;Yssingeaux;FIXE;OUI;NON
700000;MEGA CGR;15;3 297;69027;Brignais;FIXE;NON;OUI
700250;CINEMA LA PASSERELLE;1;110;1427;Trévoux;FIXE;OUI;NON
702550;LOUIS NODON;1;195;7338;Vernoux-en-Vivarais;FIXE;OUI;NON
709650;ESPACE LUMIERE;1;258;42011;Balbigny;FIXE;OUI;OUI
710250;LE QUAI DES ARTS;1;145;42318;Usson-en-Forez;FIXE;OUI;OUI
715100;CINEVAL;1;196;69255;Vaugneray;FIXE;OUI;OUI
715700;AUDITORIUM;1;311;73015;Les Allues;FIXE;NON;NON
719456;LE MELIES;3;524;38185;Grenoble;FIXE;OUI;NON
720350;ETOILE PALACE;7;1 012;3310;Vichy;FIXE;OUI;OUI
720450;MEGARAMA;10;1 880;25031;Audincourt;FIXE;NON;OUI
720500;CINE FESTIVAL;3;595;1004;Ambérieu-en-Bugey;FIXE;OUI;OUI
720800;LES TOILES DU LAC;8;1 480;73008;Aix-les-Bains;FIXE;NON;OUI
721000;UGC CINE CITE CONFLUENCE;14;3 464;69123;Lyon ;FIXE;NON;NON
721100;AMPHI;9;1 938;1053;Bourg-en-Bresse;FIXE;NON;OUI
721450;PATHE CHAMBERY LES HALLES;10;1 611;73065;Chambéry;FIXE;NON;NON
722120;Cinéma LE NAVIRE;6;905;7019;Aubenas;FIXE;OUI;NON
722200;AURECINEMA;1;87;43012;Aurec-sur-Loire;FIXE;NON;OUI
723200;Cinéma Le Clap;1;64;58205;Ouroux-en-Morvan;FIXE;NON;NON
723800;CGR VILLEFRANCHE SUR SAONE;10;1 745;69264;Villefranche-sur-Saône;FIXE;NON;OUI
724280;CINEMA DE VAUJANY;1;130;38527;Vaujany;FIXE;NON;NON
724640;LE BORDEAU;1;248;1354;Saint-Genis-Pouilly;FIXE;NON;NON
11527;TRAVELLING;4;757;34003;Agde;FIXE;OUI;OUI
12454;CINEMA MUNICIPAL MARCEL PAGNOL;1;168;30003;Aigues-Mortes;FIXE;OUI;NON
13405;RENOIR;3;431;13001;Aix-en-Provence;FIXE;OUI;OUI
13413;CEZANNE;9;1 642;13001;Aix-en-Provence;FIXE;NON;OUI
13423;LE MAZARIN;3;438;13001;Aix-en-Provence;FIXE;OUI;NON
13454;ARMAND LUNEL;1;165;13001;Aix-en-Provence;FIXE;OUI;NON
13683;ESPACE CULTUREL MUNICIPAL;1;319;2A004;Ajaccio;FIXE;NON;NON
13684;AUDITORIUM PASCAL PAOLI;1;432;2A004;Ajaccio;FIXE;NON;NON
13685;ESPACE DIAMANT;1;295;2A004;Ajaccio;FIXE;NON;NON
13686;L ELLIPSE;6;1 147;2A004;Ajaccio;FIXE;OUI;OUI
13692;PALAIS DES CONGRES;1;432;2A004;Ajaccio;FIXE;NON;NON
14533;CINEPLANET;8;1 309;30007;Alès;FIXE;OUI;OUI
15741;CINEMA DE L AIGUILLE;1;187;4006;Allos;FIXE;NON;OUI
17082;CASINO MUNICIPAL;1;440;66003;Amélie-les-Bains-Palalda;FIXE;NON;NON
19242;LE CASTEILL;1;197;66004;Les Angles;FIXE;NON;NON
20672;CASINO;3;456;6004;Antibes;FIXE;OUI;OUI
21532;CGR APT;3;432;84003;Apt;FIXE;OUI;OUI
23102;LE JAURES;1;234;66008;Argelès-sur-Mer;FIXE;OUI;NON
23392;L EAU VIVE;1;159;5006;L' Argentière-la-Bessée;FIXE;OUI;NON
23933;FEMINA;3;483;13004;Arles;FIXE;NON;OUI
23951;ACTES SUD LE MEJAN;3;231;13004;Arles;FIXE;OUI;OUI
27833;PAGNOL;4;579;13005;Aubagne;FIXE;OUI;OUI
27834;PALACE;5;721;13005;Aubagne;FIXE;NON;OUI
33751;VOX;2;379;84007;Avignon;FIXE;NON;OUI
33772;UTOPIA REPUBLIQUE (UTOPIA 5);1;139;84007;Avignon;FIXE;OUI;NON
33791;UTOPIA MANUTENTION 1;4;456;84007;Avignon;FIXE;OUI;NON
33801;PATHE CAP SUD;14;2 604;84007;Avignon;FIXE;NON;OUI
36122;CASINO;4;678;30028;Bagnols-sur-Cèze;FIXE;NON;NON
36282;SALLE MUNICIPALE CLAUDE PLAN;1;200;34022;Baillargues;ITINERANT;NON;OUI
37881;CAMERA;1;275;83009;Bandol;FIXE;NON;NON
38931;L UBAYE;2;260;4019;Barcelonnette;FIXE;OUI;OUI
39428;CINEMA JEAN-LOUIS TRINTIGNANT;1;90;30029;Barjac;FIXE;OUI;NON
39442;L ODEON;1;131;83012;Barjols;FIXE;NON;OUI
41134;STUDIO CINEMAS;2;344;2B033;Bastia;FIXE;OUI;OUI
41142;REGENT;3;299;2B033;Bastia;FIXE;NON;NON
44502;LE CINEMA DE BEAULIEU;1;120;6011;Beaulieu-sur-Mer;FIXE;OUI;OUI
46613;CINEMA JEAN-CLAUDE CARRIERE;3;402;34028;Bédarieux;FIXE;OUI;NON
51261;CINE 89;1;196;13014;Berre-l'Étang;FIXE;OUI;OUI
52619;LE MARILYN;1;84;83018;Besse-sur-Issole;FIXE;NON;NON
54604;MONCINE;9;1 462;34032;Béziers;FIXE;OUI;OUI
61132;LE CLAP;1;97;84019;Bollène;FIXE;OUI;NON
67021;MAJESTIC;1;330;66024;Le Boulou;FIXE;NON;NON
74322;EDEN STUDIO;1;98;5023;Briançon;FIXE;OUI;OUI
74339;COSMO CINEMAS;4;417;5023;Briançon;FIXE;NON;NON
75021;LA BOITE A IMAGES;2;253;83023;Brignoles;FIXE;OUI;NON
80942;CENTRE CULTUREL;1;248;66028;Cabestany;FIXE;OUI;OUI
81080;SALLE MISTRAL;1;0;6026;Cabris;ITINERANT;NON;NON
81541;ESPACE  CENTRE;1;296;6027;Cagnes-sur-Mer;FIXE;OUI;OUI
81545;CGR POLYGONE RIVIERA;10;1 800;6027;Cagnes-sur-Mer;FIXE;NON;OUI
82752;SALLE POLYVALENTE;1;0;84029;Camaret-sur-Aigues;ITINERANT;OUI;NON
84556;CLAP CINE;3;299;66037;Canet-en-Roussillon;FIXE;NON;NON
84711;OLYMPIA;4;727;6029;Cannes;FIXE;NON;OUI
84712;ARCADES;3;453;6029;Cannes;FIXE;OUI;OUI
84734;STUDIO 13;2;300;6029;Cannes;FIXE;OUI;NON
84745;SALLE RAIMU;1;164;6029;Cannes;FIXE;OUI;NON
84761;OLYMPIA 5 A 9;5;469;6029;Cannes;FIXE;NON;NON
84774;PROSPER MERIMEE;1;432;6029;Cannes;FIXE;NON;NON
84781;MIRAMAR;1;370;6029;Cannes;FIXE;NON;NON
84782;ALEXANDRE III;1;176;6029;Cannes;FIXE;NON;NON
84830;CANNET TOILES;1;90;6030;Le Cannet;FIXE;OUI;OUI
84831;CINETOILE ROCHEVILLE;1;88;6030;Le Cannet;FIXE;OUI;NON
86054;CGR LE COLISEE;3;337;11069;Carcassonne;FIXE;OUI;NON
86103;CGR CARCASSONNE;9;1 830;11069;Carcassonne;FIXE;NON;OUI
86173; SLE COMMUNALE DU FOYER RURAL;1;100;83032;Carcès;ITINERANT;NON;NON
86693;L ARTEA;1;306;13119;Carnoux-en-Provence;FIXE;NON;NON
86772;SALLE DES FETES;1;;84030;Caromb;ITINERANT;OUI;NON
86781;RIVOLI;4;612;84031;Carpentras;FIXE;OUI;NON
86930;JULIETTE GRECO;1;277;6033;Carros;FIXE;NON;NON
86952;ESPACE FERNANDEL;1;200;13021;Carry-le-Rouet;FIXE;OUI;OUI
87646;CINE LES CALANQUES;1;111;13022;Cassis;FIXE;OUI;OUI
88236;VEO CASTELNAUDARY;3;447;11076;Castelnaudary;FIXE;OUI;NON
90312;FEMINA;3;392;84035;Cavaillon;FIXE;OUI;NON
90313;LA CIGALE;1;360;84035;Cavaillon;FIXE;NON;NON
90345;ECRAN BLEU;1;149;83036;Cavalaire-sur-Mer;FIXE;NON;NON
92302;CERETAN;1;170;66049;Céret;FIXE;NON;NON
103985;CINEMATOGRAPHE SLE CHAPLIN;3;465;4049;Château-Arnoux-Saint-Auban;FIXE;OUI;OUI
104661;ESPACE MARCEL PAGNOL;1;120;13026;Châteauneuf-les-Martigues;FIXE;NON;OUI
104824;CINEMA LE REX;3;329;13027;Châteaurenard;FIXE;OUI;OUI
106681; SALLE POLYVALENTE;1;270;5039;Chauffayer;ITINERANT;OUI;NON
112811;LUMIERE;3;426;13028;La Ciotat;FIXE;OUI;OUI
112825;CINEMA EDEN THEATRE;1;142;13028;La Ciotat;FIXE;OUI;NON
114564;ALAIN RESNAIS;1;230;34079;Clermont-l'Hérault;FIXE;OUI;OUI
116021;RAIMU;1;130;83042;Cogolin;FIXE;OUI;NON
119812;MAISON POURTOUS;1;;6048;Contes;ITINERANT;NON;NON
120241;FOGATA;2;615;2B093;Corbara;FIXE;NON;OUI
121792;CINEMA L ALBA;2;232;2B096;Corte;FIXE;NON;OUI
122243;CINEMA MARCEL PAGNOL;1;54;83046;Cotignac;FIXE;OUI;NON
128142;L'AGORA-CINEPLAN;1;220;34090;Le Crès;FIXE;NON;NON
131031;LE CIGALON;1;93;84042;Cucuron;FIXE;OUI;NON
138594;RENCONTRES;1;256;4070;Digne-les-Bains;FIXE;NON;NON
138595;CINE TOILES;4;767;4070;Digne-les-Bains;FIXE;OUI;OUI
142626;MEGA CGR;7;1 288;83050;Draguignan;FIXE;NON;OUI
144230;CINEMA;1;0;30106;Durfort-et-Saint-Martin-de-Sossenac;ITINERANT;NON;NON
146576;LE VAUTIER;1;157;66065;Elne;FIXE;OUI;OUI
146762;LE ROC;2;388;5046;Embrun;FIXE;OUI;OUI
146931;CINE SAUZE;1;208;4073;Enchastrayes;FIXE;NON;NON
154712;LE GRENIER DE L ALCAZAR;1;198;13035;Eyguières;FIXE;OUI;NON
155143;CINEMA MUNICIPAL;1;150;11140;Ferrals-les-Corbières;ITINERANT;OUI;OUI
157011;ESPACE CULTUREL;1;254;83055;Fayence;FIXE;NON;NON
160410;               NOTRE DAME DES SALLE;1;;83057;Flassans-sur-Issole;ITINERANT;OUI;NON
164731;CASINO;1;237;66124;Font-Romeu-Odeillo-Via;FIXE;NON;NON
164771;EDEN;1;135;13038;Fontvieille;FIXE;OUI;OUI
164831;LE BOURGUET;1;135;4088;Forcalquier;FIXE;OUI;OUI
165884;ODYSSEE;2;392;13039;Fos-sur-Mer;FIXE;OUI;OUI
168942;LE VOX;3;502;83061;Fréjus;FIXE;OUI;NON
168953;CINEMA DU PIN DE LA LEGUE PLEIN AIR;1;450;83061;Fréjus;FIXE;NON;NON
171242;CINE MISTRAL;1;152;34108;Frontignan;FIXE;OUI;NON
171650;7EME ART;1;263;2B120;Furiani;FIXE;NON;OUI
172662;L'ARC EN CIEL;1;166;34111;Ganges;FIXE;NON;OUI
172741;PALACE;6;640;5061;Gap;FIXE;NON;OUI
172743;LE CENTRE;1;274;5061;Gap;FIXE;NON;NON
172744;LE CLUB;1;104;5061;Gap;FIXE;OUI;NON
172961;CASINO;3;423;13041;Gardanne;FIXE;OUI;NON
173083;LE ROCHER;1;141;83062;La Garde;FIXE;OUI;NON
173991;LA COUPOLE;1;177;6065;La Gaude;FIXE;NON;OUI
174813;ESPACE ALBERT GIRALDI;1;323;13042;Gémenos;FIXE;NON;NON
183942;ESPACE ROBERT HOSSEIN;1;295;13044;Grans;FIXE;OUI;OUI
184053;CINEMA  STUDIO;2;230;6069;Grasse;FIXE;OUI;OUI
184213;VOG;2;425;30133;Le Grau-du-Roi;FIXE;OUI;OUI
185173;CINEMA FREDERIC MISTRAL;2;641;4094;Gréoux-les-Bains;FIXE;OUI;OUI
185175;CIRCUIT VERDON SECRET;1;;4094;Gréoux-les-Bains;ITINERANT;NON;NON
188341; LE RIOUBEL;1;185;5065;Guillestre;FIXE;OUI;OUI
199831;OLBIA;6;730;83069;Hyères;FIXE;OUI;OUI
201753;LA STRADA;1;92;84054;L' Isle-sur-la-Sorgue;FIXE;OUI;OUI
201821; CINEMA CLUB 2000;1;150;6073;Isola;FIXE;NON;NON
202292;LE COLUCHE;4;435;13047;Istres;FIXE;OUI;OUI
210701;LA STRADA;1;100;84058;Lacoste;ITINERANT;OUI;NON
213233;L IMPERIAL;1;107;34126;Lamalou-les-Bains;FIXE;OUI;NON
213542;SALLE SEVIGNE;1;137;13050;Lambesc;ITINERANT;NON;NON
215581;CENTRE CULTUREL  RENE RAYNAL;1;299;48080;Langogne;FIXE;NON;OUI
217372;Cinéma Théâtre le Phénix;1;160;5070;Laragne-Montéglin;FIXE;OUI;OUI
219191;MEGA CGR;12;2 002;34129;Lattes;FIXE;NON;OUI
220334;THEATRE DE VERDURE;1;544;83070;Le Lavandou;FIXE;NON;NON
224165;CLAP CINE;3;451;11202;Leucate;FIXE;OUI;OUI
224532;FOYER;1;0;6075;Levens;ITINERANT;NON;OUI
225081;PALACE;1;199;11203;Lézignan-Corbières;FIXE;OUI;OUI
228531;ELYSEE;1;350;11206;Limoux;FIXE;OUI;OUI
230475;LES CINEMAS LUTEVA;2;270;34142;Lodève;FIXE;OUI;OUI
232943;LE CINEMA;1;120;83072;Lorgues;FIXE;OUI;NON
235561;LE CINEMA;1;100;83073;Le Luc;FIXE;OUI;OUI
236511;ATHENEE;3;375;34145;Lunel;FIXE;OUI;OUI
243839;SALLE LEONARD DE VINCI;1;259;6079;Mandelieu-la-Napoule;FIXE;NON;NON
247550;MAISTRALE;1;97;2A154;Marignana;FIXE;NON;NON
247565;THE ALAMO;2;240;13054;Marignane;FIXE;OUI;OUI
249441;PRADO;11;1 433;13055;Marseille;FIXE;NON;OUI
249451;BONNEVEINE;5;806;13055;Marseille;FIXE;NON;NON
249471;PATHE MADELEINE;8;1 358;13055;Marseille;FIXE;NON;OUI
249563;CESAR;3;458;13055;Marseille;FIXE;OUI;NON
249581;CHAMBORD;4;460;13055;Marseille;FIXE;NON;NON
249791; LES VARIETES;7;545;13055;Marseille;FIXE;OUI;OUI
249831;LES TROIS PALMES;11;2 436;13055;Marseille;FIXE;NON;OUI
249942;ALHAMBRA;1;256;13055;Marseille;FIXE;OUI;OUI
250410;CHATEAU DE LA BUZINE;1;345;13055;Marseille;FIXE;NON;NON
250412;GYPTIS;1;230;13055;Marseille;FIXE;OUI;NON
250935;JEAN RENOIR;1;166;13056;Martigues;FIXE;OUI;OUI
251251;TRIANON;1;177;48092;Marvejols;FIXE;OUI;NON
253313;SALLE DES FETES;1;260;66107;Maury;ITINERANT;OUI;NON
256211;TRIANON;3;402;48095;Mende;FIXE;OUI;OUI
257302;EDEN;3;377;6083;Menton;FIXE;NON;OUI
261623;LE TAURUS;1;144;34157;Mèze;FIXE;OUI;OUI
263261;COMOEDIA;1;165;13063;Miramas;FIXE;OUI;OUI
266752;LOUIS LUMIERE;2;128;5079;Le Monêtier-les-Bains;FIXE;NON;NON
268972;MAISON POUR TOUS;1;279;83081;Montauroux;FIXE;OUI;OUI
272358;CINEMA JEAN GABIN;1;188;5085;Montgenèvre;FIXE;NON;NON
275201;DIAGONAL CAPITOLE;6;1 067;34172;Montpellier;FIXE;OUI;NON
275205;UTOPIA DIAGONAL CAMPUS;3;265;34172;Montpellier;FIXE;OUI;NON
